name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistance,description,source
Círculo de la Muerte,Nigromancia,,Fallecimiento,"Hechicero 6, Mago 6, Inquisidor 6, Espiritualista 6",1 Acción estándar,"V, S, M (una perla negra triturada valorada en 500 gp)",1,Medio (100 pies + 10 pies/nivel),varios seres vivos en un radio de 40 pies estallan,,,instantáneo,0,0,La fortaleza anula,Sí,"El Círculo de la Muerte apaga la fuerza vital de los seres vivos, matándolos al instante. El hechizo mata 1d4 de puntos de vida de criaturas vivas por nivel de lanzador (máximo 20d4). Las criaturas con menos HD se ven afectadas primero; entre las criaturas con igual HD, las que están más cerca del punto de origen de la explosión son las primeras afectadas. Ninguna criatura de 9 o más HD puede ser afectada, y los HD que no son suficientes para afectar a una criatura se desperdician.",PFRPG Core
Clariaudiencia/Clarividencia,Adivinación,Adivinación,,"Bardo 3, Hechicero 3, Mago 3, Bruja 3, Chamán 3, Ocultista 3, Psíquico 3, Mesmerista 3, Espiritualista 3, Medium 2",10 minutos,"V, S, F/DF (un pequeño cuerno o un ojo de cristal)",0,largo (400 pies + 40 pies por nivel),,Sensor mágico,,1 min./nivel,1,0,ninguno,no,"La clarividencia/clarividencia crea un sensor mágico invisible en un lugar específico que te permite oír o ver (por elección) casi como si estuvieras allí. No necesitas línea de visión ni línea de efecto, pero el lugar debe ser conocido—un lugar que te sea familiar o uno evidente. Una vez que has seleccionado la localización, el sensor no se mueve, pero puedes girarlo en todas las direcciones para ver el área como quieras. A diferencia de otros hechizos de adivinación, este hechizo no permite que los sentidos mejorados mágica o sobrenaturalmente actúen a través de él. Si el lugar elegido es mágicamente oscuro, no ves nada. Si está naturalmente completamente oscuro, puedes ver en un radio de 3 metros alrededor del centro del efecto del hechizo. La clariaudiencia/clarividencia solo funciona en el plano de existencia que ocupas actualmente.",PFRPG Core
Puño Cerrado,Evocación,,Fuerza,"Hechicero 8, Mago 8, Psíquico 8",1 Acción estándar,"V, S, F/DF (un guante de cuero)",0,Medio (100 pies + 10 pies/nivel),,Mano de 10 pies,,1 ronda/nivel,1,0,ninguno,Sí,"Este hechizo funciona como una mano interpuesta, excepto que la mano también puede empujar o golpear a un oponente que selecciones. La mano flotante puede moverse hasta 60 pies y atacar en la misma ronda. Como esta mano la diriges tú, su capacidad para detectar o atacar criaturas invisibles o ocultas no es mejor que la tuya. La mano ataca una vez por ronda, y su bonificación de ataque es igual a tu nivel de lanzador + tu modificador de Inteligencia, Sabiduría o Carisma (para mago, clérigo o hechicero, respectivamente) + 11 para la puntuación de Fuerza de la mano (33), -1 por ser Grande. La mano inflige 1d8+11 puntos de daño por cada ataque, y cualquier criatura golpeada debe hacer una tirada de salvación de Fortaleza (contra la CD de salvación de este hechizo) o quedar aturdida durante 1 ronda. Dirigir el hechizo a un nuevo objetivo es una acción de movimiento. El puño cerrado también puede interponerse como hace la mano interpuesta, o puede embestir a un oponente como hace la mano fuerte. Su CMB para tiradas de embestida usa tu nivel de lanzador en lugar de su bonificación base de ataque, con un bono de +11 por su puntuación de Fuerza y un bono de +1 por ser Grande.",PFRPG Core
Capa del Caos,Abjuración,,caótico,"Clérigo 8, Oráculo 8",1 Acción estándar,"V, S, F (un pequeño relicario que vale 500 gp)",1,20 pies.,,,Una criatura/nivel en una ráfaga de radio de 20 pies centrada en ti,1 ronda/nivel,1,0,Ver texto,Sí (inofensivo),"Un patrón aleatorio de color rodea a los sujetos, protegiéndolos de ataques, dándoles resistencia a hechizos lanzados por criaturas legales y causando confusión a las criaturas legales que golpean a los sujetos. Esta abjuración tiene cuatro efectos. Primero, cada criatura protegida obtiene un bono de +4 de desviación a la CA y un bono de resistencia de +4 en las tiradas de salvación. A diferencia de la protección contra la ley, el beneficio de este hechizo se aplica a todos los ataques, no solo a los ataques de criaturas legales. Segundo, cada criatura protegida gana resistencia a conjuros 25 contra conjuros legales y hechizos lanzados por criaturas legales. Tercero, la abjuración protege contra la posesión y la influencia mental, igual que la protección contra la ley. Finalmente, si una criatura legal logra un ataque cuerpo a cuerpo contra una criatura protegida, el atacante que ofrezca queda confundido durante 1 ronda (la tirada de salvación de voluntad anula, como con el hechizo de confusión, pero contra la CD de salvación de la capa del caos).",PFRPG Core
Clon,Nigromancia,,,"Hechicero 8, Mago 8, Bruja 8",10 minutos,"V, S, M (suministros de laboratorio valorados en 1.000 gp), F (equipos especiales de laboratorio que cuestan 500 gp)",1,0 pies.,,Un clon,,instantáneo,0,0,ninguno,no,"Este hechizo crea un duplicado inerte de una criatura. Si el individuo original ha sido asesinado, su alma se transfiere inmediatamente al clon, creando un reemplazo (siempre que el alma sea libre y esté dispuesta a regresar). Los restos físicos del original, si aún existen, quedan inertes y no podrán ser restaurados a la vida. Si la criatura original ha llegado al final de su vida natural (es decir, ha muerto por causas naturales), cualquier intento de clonación fracasa. Para crear el duplicado, debes tener un trozo de carne (no pelo, uñas, escamas ni similares) con un volumen de al menos 1 pulgada cúbica que haya sido tomado del cuerpo vivo original de la criatura. El trozo de carne no tiene por qué ser fresco, pero sí debe evitar que se pudra. Una vez lanzado el hechizo, el duplicado debe cultivarse en un laboratorio durante 2d4 meses. Cuando el clon se completa, el alma del original entra en él inmediatamente, si esa criatura ya está muerta. El clon es físicamente idéntico al original y posee la misma personalidad y recuerdos que el original. En otros aspectos, trata al clon como si fuera el personaje original resucitado de entre los muertos, incluyendo su obtención de dos niveles negativos permanentes, como si hubiera sido golpeado por una criatura que drena energía. Si el sujeto es de nivel 1, necesita 2 puntos de drenaje de Constitución (si esto reduciría su Constitución a 0 o menos, no se puede clonar). Si la criatura original obtuvo niveles negativos permanentes desde que se tomó la muestra de carne, el clon también obtiene esos niveles negativos. El hechizo duplica solo el cuerpo y la mente del original, no su equipo. Un duplicado puede crecer mientras el original aún vive, o cuando el alma original no está disponible, pero el cuerpo resultante es simplemente un fragmento sin alma de carne inerte que se pudre si no se conserva.",PFRPG Core
Cloudkill,Conjuración,Creación,,"Hechicero 5, Mago 5, bruja 5, Mago 5, Espiritualista 5, Invocador Desencadenado 5",1 Acción estándar,"V, S",0,Medio (100 pies + 10 pies/nivel),,"Las nubes se extienden en un radio de 20 pies, 20 pies de altura",,1 min./nivel,0,0,Fortaleza parcial; Ver texto,no,"Este hechizo genera un banco de niebla, similar a una nube de niebla, salvo que sus vapores son verdosos amarillentos y venenosos. Estos vapores matan automáticamente a cualquier criatura viva con 3 o menos de Puntos de Vida (sin guardación). Una criatura viva con 4 a 6 puntos de Fortaleza muere a menos que tenga éxito en una tirada de salvación de Fortaleza (en cuyo caso recibe 1d4 puntos de daño de Constitución en tu turno en cada turno mientras estás en la nube). Una criatura viva con más de 6 puntos de Fuerza recibe 1d4 puntos de daño de Constitución en tu turno cada turno mientras estás en la nube (una tirada de salvación exitosa de Fortaleza reduce a la mitad este daño). Aguantar la respiración no ayuda, pero las criaturas inmunes al veneno no se ven afectadas por el hechizo. A diferencia de una nube de niebla, el cloudkill se aleja de ti a 3 metros por ronda, rodando por la superficie del suelo. Calcula la nueva dispersión de la nube en cada ronda según su nuevo punto de origen, que está 10 pies más lejos del punto de origen donde lanzas el hechizo. Como los vapores son más pesados que el aire, se hunden hasta el nivel más bajo del terreno, incluso cayendo por las aberturas de las guaridas o sumideros. No puede penetrar líquidos, ni puede ser lanzado bajo el agua.",PFRPG Core
Color Spray,Ilusión,Patrón,afectación mental,"Hechicero 1, Mago 1, Mago 1, Bruto de sangre 1, Psíquico 1, Mesmerista 1",1 Acción estándar,"V, S, M (polvo o arena de colores rojo, amarillo y azul)",0,15 pies.,Explosión en forma de cono,,,instantáneo; Ver texto,0,0,La voluntad niega,Sí,"Un cono vívido de colores chocantes brota de tu mano, haciendo que las criaturas queden aturdidas, quizás también cegas, y posiblemente las dejen inconscientes. Cada criatura dentro del cono se ve afectada según su HD. 2 de HD o menos: La criatura queda inconsciente, cegada y aturdida durante 2d4 rondas, luego cegada y aturdida durante 1d4 rondas, y después aturdida durante 1 ronda. (Solo los seres vivos quedan inconscientes.) 3 o 4 HD: La criatura queda cegada y aturdida durante 1d4 rondas, y luego aturdida durante 1 ronda. 5 o más HD: La criatura queda aturdida durante 1 ronda. Las criaturas ciegas no se ven afectadas por el spray de color.",PFRPG Core
Mando,Encantamiento,Compulsión,"Dependiente del lenguaje, afectando la mente","Antipaladín 1, Clérigo 1, Oráculo 1, Inquisidor 1, Bruja 1, Ocultista 1, Psíquico 1, Mesmerista 1, Medium 1",1 Acción estándar,V,0,Cierre (25 pies + 5 pies/2 niveles),,,Un ser vivo,1 ronda,0,0,La voluntad niega,Sí,"Le das al sujeto una sola orden, que él obedece lo mejor que puede en cuanto puede. Puedes elegir entre las siguientes opciones. Enfoque: En su turno, el sujeto se acerca a ti tan rápido y directamente como puede durante una ronda. La criatura no puede hacer más que moverse durante su turno, y provoca ataques de oportunidad para este movimiento como es habitual. Caída: En su turno, el sujeto deja caer lo que tenga en la mano. No puede recoger ningún objeto que se haya caído hasta su siguiente turno. Caída: En su turno, el sujeto cae al suelo y permanece tendido durante 1 asalto. Puede comportarse normalmente mientras está tumbado, pero recibe las penalizaciones adecuadas. Huir: En su turno, el sujeto se aleja de ti lo más rápido posible durante 1 ronda. Puede que no haga nada más que moverse durante su turno, y provoca ataques de oportunidad para este movimiento como es habitual. Alto: El sujeto permanece quieto durante 1 asalto. Puede que no tome ninguna acción, pero no se considera indefenso. Si el sujeto no puede ejecutar tu orden en su siguiente turno, el hechizo falla automáticamente.",PFRPG Core
"Mando, Mayor",Encantamiento,Compulsión,"Dependiente del lenguaje, afectando la mente","Clérigo 5, Oráculo 5, Inquisidor 5, Ocultista 5, Psíquico 5, Mesmerista 4, Medium 4",1 Acción estándar,V,0,Cierre (25 pies + 5 pies/2 niveles),,,"Una criatura/nivel, y no hay dos que puedan estar a más de 30 pies de distancia",1 ronda/nivel,0,0,La voluntad niega,Sí,"Este hechizo funciona como un mando, excepto que hasta una criatura por nivel puede verse afectada, y las actividades continúan más allá de 1 ronda. Al inicio de la acción de cada criatura comandada tras la primera, recibe otra tirada de salvación de Voluntad para intentar liberarse del hechizo. Cada criatura debe recibir la misma orden.",PFRPG Core
Plantas de mando,Transmutación,,,"Druida 4, Explorador 3, Chamán 4",1 Acción estándar,V,0,Cierre (25 pies + 5 pies/2 niveles),,,"hasta 2 HD/nivel de criaturas vegetales, ninguna de las cuales puede estar a más de 30 pies de distancia",1 día/nivel,0,0,La voluntad niega,Sí,"Este hechizo te permite cierto grado de control sobre una o más criaturas vegetales. Las plantas afectadas pueden entenderte y perciben tus palabras y acciones de la manera más favorable (trata su actitud como amistosa). No te atacarán mientras dure el hechizo. Puedes intentar dar órdenes a un sujeto, pero debes ganar una tirada de Carisma opuesta para convencerlo de hacer algo que normalmente no haría. (No se permiten repeticiones.) Una planta comandada nunca obedece órdenes suicidas o evidentemente dañinas, pero podría estar convencida de que algo muy peligroso merece la pena hacer. Puedes afectar a varias criaturas vegetales cuyo nivel combinado o la Vida Alta no supere el doble de tu nivel.",PFRPG Core
Comanda a los No Muertos,Nigromancia,,,"Hechicero 2, Mago 2",1 Acción estándar,"V, S, M (un trozo de carne cruda y una astilla de hueso)",0,Cierre (25 pies + 5 pies/2 niveles),,,una criatura no muerta,1 día/nivel,0,0,Will niega; Ver texto,Sí,"Este hechizo te permite un cierto grado de control sobre una criatura no muerta. Si el sujeto es inteligente, percibe tus palabras y acciones de forma favorable (trata su actitud como amistosa). No te atacará mientras dure el hechizo. Puedes dar órdenes al sujeto, pero debes ganar una tirada de Carisma opuesta para convencerle de hacer algo que normalmente no haría. No se permiten repeticiones. Un no-muerto inteligente comandado nunca obedece órdenes suicidas o obviamente dañinas, pero podría estar convencido de que algo muy peligroso merece la pena hacer. Una criatura no muerta no inteligente no tiene tirada de salvación contra este hechizo. Cuando controlas a un ser sin mente, solo puedes comunicar órdenes básicas, como ""ven aquí"", ""ve allí"", ""lucha"", ""quédate quieto"", y así sucesivamente. Los no muertos no inteligentes no resistirán órdenes suicidas o obviamente dañinas. Cualquier acto tuyo o de tus aparentes aliados que amenace a los no-muertos comandados (independientemente de su inteligencia) rompe el hechizo. Tus órdenes no son telepáticas. La criatura no-muerta debe poder oírte.",PFRPG Core
Comuna,Adivinación,,,"Clérigo 5, Oráculo 5, Inquisidor 5, Chamán 5, Ocultista 5",10 minutos,"V, S, M (agua santa o no santa e incienso valorados en 500 gp), DF",1,Vida personal,,,tú,1 ronda/nivel,0,0,,,"Contactas con tu deidad —o sus agentes— y haces preguntas que pueden responderse con un simple sí o no. (Un clérigo sin deidad concreta contacta con una deidad filosóficamente aliada.) Se permite una pregunta así por nivel de lanzador. Las respuestas dadas son correctas dentro de los límites del conocimiento de la entidad. ""No está claro"" es una respuesta legítima, porque los seres poderosos de los Planos Exteriores no son necesariamente omniscientes. En los casos en que una respuesta de una sola palabra sería engañosa o contraria a los intereses de la deidad, se puede dar una frase corta (de cinco palabras o menos) como respuesta. El hechizo, en el mejor de los casos, proporciona información para ayudar a las decisiones del personaje. Las entidades contactadas estructuran sus respuestas para avanzar en sus propios fines. Si te retrasas, discutes las respuestas o te vas a hacer cualquier otra cosa, el hechizo termina.",PFRPG Core
